,objid,u,g,r,i,z
16874,1237661069792903355,18.768829999999998,17.21975,16.30085,15.885320000000002,15.60125
36349,1237664869753618587,18.89236,17.813270000000003,17.07365,16.6087,16.35079
6555,1237654948915445999,19.08713,18.75615,18.61117,18.52458,18.46861
22712,1237660636527001679,19.065929999999998,17.88145,17.30067,16.96581,16.80591
38511,1237667142863093999,18.9405,17.60735,16.89281,16.506529999999998,16.2883
18165,1237660413725442085,19.50146,18.714129999999997,17.96561,17.57395,17.31093
4773,1237654031402008646,19.409270000000003,17.74693,16.89659,16.51247,16.211170000000003
3913,1237653442448982175,19.37066,18.11884,17.358610000000002,16.9552,16.70476
4462,1237651752937848957,19.294220000000003,18.16943,17.648889999999998,17.30418,17.12967
4331,1237648720714465585,19.69506,17.914,16.90188,16.41664,16.033839999999998
2733,1237651538716655800,19.06875,17.07234,16.09468,15.66439,15.30555
34724,1237664667367047320,19.00897,17.019270000000002,16.02797,15.578510000000001,15.25741
47545,1237671126981279914,19.4965,18.713379999999997,17.91047,17.55163,17.18797
1773,1237648705119387847,19.57003,18.427210000000002,17.746010000000002,17.35973,17.084670000000003
23751,1237662307805626589,19.48239,18.30894,17.68834,17.35741,17.0891
31738,1237664338792218767,18.80049,17.28141,16.44879,16.02394,15.723579999999998
24063,1237662335715836071,19.76044,17.809739999999998,16.788439999999998,16.334,15.947920000000002
48864,1237678847720948077,19.17553,17.19843,16.19343,15.771989999999999,15.43516
43401,1237667323247263869,19.11123,18.10776,17.58811,17.204,17.0382
44014,1237667781239964024,20.09995,19.27279,18.826970000000003,18.48143,18.409679999999998
31513,1237662695967818120,19.16781,17.731289999999998,16.92991,16.479129999999998,16.18514
13086,1237657774466138329,19.383229999999998,17.37011,16.35688,15.927420000000001,15.554129999999999
42376,1237667735601021126,19.23824,18.32196,17.84311,17.4855,17.34985
10581,1237657189833900310,18.99529,17.54223,16.76711,16.34368,16.057879999999997
37541,1237666210885075139,18.42501,17.23004,16.72083,16.33182,16.13106
33866,1237664668438167707,19.1378,18.18001,17.749979999999997,17.471529999999998,17.3709
13952,1237658205581279308,19.626929999999998,18.26814,17.543670000000002,17.13489,16.87474
13932,1237658205578199203,19.607310000000002,19.16852,18.66026,18.6264,18.65173
30889,1237664668973662347,19.569760000000002,18.441329999999997,17.742729999999998,17.331310000000002,17.10324
15353,1237658917458542671,19.89528,18.10291,17.263279999999998,16.88769,16.61911
17779,1237661138498486519,19.2638,17.36579,16.26001,15.793560000000001,15.46066
14445,1237656568649286474,18.75459,17.07562,16.10793,15.609129999999999,15.20439
12391,1237656495638446310,18.99718,18.09137,17.58419,17.21087,17.01395
38091,1237667255626629238,19.38255,18.38958,17.95627,17.60193,17.462629999999997
37055,1237665548887130215,19.25969,18.23055,17.46286,17.055020000000003,16.84604
28137,1237662307270787280,18.85578,18.09858,17.76287,17.59756,17.54439
31655,1237665102222917879,19.16989,18.07581,17.612389999999998,17.34386,17.19964
49883,1237664852574535847,19.1589,18.00873,17.41602,17.04746,16.82082
37651,1237664852043628873,19.29887,18.04251,17.38968,16.998720000000002,16.71951
5153,1237651753492545787,18.849,17.47085,16.67184,16.1993,15.8864
12637,1237655108899569877,19.35649,17.87937,17.0174,16.52267,16.1825
11166,1237655370899652731,19.358829999999998,18.16524,17.43444,16.97155,16.73222
8981,1237657630061690929,19.19435,17.99372,17.371570000000002,17.04439,16.84759
31373,1237664667902738547,19.47505,17.99139,17.1835,16.801820000000003,16.513370000000002
45414,1237671129667010711,19.224729999999997,17.928060000000002,17.18444,16.76463,16.511870000000002
2729,1237651538716459110,18.873520000000003,17.49496,16.72764,16.31382,16.03975
15344,1237658916924620950,18.78175,17.46332,16.75004,16.377570000000002,16.11721
4826,1237651823251095811,19.00335,17.89503,17.4298,17.10385,16.93679
3072,1237650369407221969,19.238770000000002,17.52582,16.568189999999998,16.13781,15.78589
15691,1237660615585169607,18.755670000000002,16.73443,15.711920000000001,15.29221,14.95154
3264,1237650371020062804,17.77727,16.52044,15.81797,15.44179,15.19116
1366,1237651211213734084,19.10464,18.21994,17.59975,17.23167,17.06709
34290,1237665441519894697,18.42199,17.05675,16.26925,15.821929999999998,15.504729999999999
43834,1237671128588353788,18.17602,17.258129999999998,16.92182,16.62339,16.55519
5490,1237651539250053275,19.46416,17.44233,16.42771,16.01243,15.672239999999999
46800,1237674478123221145,18.9243,17.64762,16.97033,16.62361,16.36178
2213,1237651272440217769,19.407870000000003,17.47945,16.53722,16.13644,15.808570000000001
49046,1237671267110748272,19.42631,18.353360000000002,17.66037,17.24736,17.04092
31526,1237662696493482000,19.34004,18.10809,17.600620000000003,17.22743,17.14909
9138,1237655463231422652,19.47896,18.2681,17.521910000000002,17.104110000000002,16.798029999999997
6395,1237655109449613429,18.97906,17.260679999999997,16.30761,15.88686,15.54619
617,1237648722839011483,19.36569,18.13778,17.41197,17.025479999999998,16.770570000000003
45673,1237671124830388355,19.28291,17.30463,16.294079999999997,15.849670000000001,15.49371
31288,1237663479257170383,20.04125,19.15587,18.80392,18.59039,18.51214
6142,1237655464303198354,18.84385,17.83735,17.39295,17.10596,16.915770000000002
46777,1237667914878156908,18.99113,17.75509,17.09086,16.70195,16.45859
40336,1237667735597547878,19.63465,18.15344,17.444329999999997,17.0627,16.83181
3394,1237654954281337188,19.38093,17.90406,17.122870000000002,16.6438,16.37565
15098,1237658612521500806,19.43475,18.22005,17.66282,17.304029999999997,17.11405
16603,1237660562969067900,19.32628,18.24121,17.76105,17.39614,17.25307
36032,1237664133166203062,19.34046,18.3245,17.79593,17.480079999999997,17.30636
32316,1237663784751726795,19.87444,19.0076,18.29924,17.85776,17.63534
6206,1237653652910702763,19.90253,18.6618,17.8717,17.448,17.21445
27923,1237662685219455149,19.65545,17.70725,16.7287,16.26812,15.936110000000001
39752,1237667431176077426,18.76224,17.17516,16.40302,15.99513,15.722420000000001
47086,1237667733987786980,20.07594,18.28225,17.3809,17.00323,16.69987
12890,1237657589238399094,19.613,18.79332,17.97043,17.62582,17.24938
7698,1237654881265451155,19.1757,17.97965,17.2301,16.79649,16.53641
7761,1237650761315451056,18.64244,17.79391,17.22738,16.8572,16.67446
3571,1237651250437095614,19.129739999999998,17.99513,17.32033,16.929560000000002,16.67817
25658,1237662225154244961,19.84753,18.24168,17.533160000000002,17.22689,17.00722
41397,1237667324336013414,19.07398,17.115579999999998,16.12892,15.711870000000001,15.34645
13318,1237655502424768952,18.88862,17.13475,16.240470000000002,15.807260000000001,15.500129999999999
558,1237648722820792573,18.87218,18.53134,18.50155,18.174020000000002,18.384529999999998
7010,1237655473966612783,18.602220000000003,17.60318,16.99963,16.57229,16.38469
28479,1237661849872629902,19.6859,18.11449,17.320629999999998,16.87496,16.585279999999997
18618,1237660634386858051,19.08005,18.15883,17.624229999999997,17.28748,17.12421
10900,1237657628974711115,19.54488,17.55169,16.514229999999998,16.057879999999997,15.671629999999999
386,1237648705659076794,18.56703,17.35272,16.6298,16.23803,15.968620000000001
14944,1237660636536766706,19.16199,17.9351,17.26512,16.8915,16.66381
39512,1237667446191030409,18.43477,17.00003,16.17439,15.78375,15.47841
5709,1237655106771026194,19.361829999999998,18.1927,17.55955,17.17067,16.95942
15474,1237658802570657908,19.05065,17.937279999999998,17.39485,17.05944,16.920070000000003
2420,1237650795681612013,19.74796,18.52869,17.786260000000002,17.36661,17.12915
9729,1237656241706631280,19.46966,17.57638,16.65835,16.27673,15.952329999999998
7526,1237655348356514071,19.467879999999997,18.19745,17.527910000000002,17.1158,16.86638
45395,1237671129130467402,18.81815,17.6073,16.85755,16.4455,16.18544
27897,1237662667500028362,19.28258,18.42251,17.90546,17.47114,17.349079999999997
48393,1237679476400193754,18.6329,17.000420000000002,16.14256,15.71895,15.38526
10157,1237657773927301472,18.84159,17.81405,17.22383,16.869220000000002,16.667089999999998
8644,1237654382513225964,19.66364,18.94558,18.59594,18.29757,18.41254
26000,1237662306729459983,19.41984,18.33588,17.707320000000003,17.367639999999998,17.1667
47829,1237668587042504890,19.25587,18.37201,18.017229999999998,17.70178,17.63918
44394,1237667252928381061,19.70636,18.45864,17.718320000000002,17.26321,16.98956
46671,1237667323259846920,19.08051,18.5936,18.12135,17.97638,17.63518
19532,1237661087496601849,19.79222,17.968329999999998,17.04155,16.60657,16.28804
46677,1237671766924329225,19.20218,17.62337,16.7525,16.30742,16.002860000000002
34130,1237665548351373508,18.77638,17.59359,16.8968,16.5158,16.264039999999998
18804,1237661386009739563,20.077939999999998,18.27533,17.2339,16.83665,16.5381
17789,1237661139030966467,19.64361,18.3719,17.65472,17.26053,17.033620000000003
45212,1237668298207199321,18.72726,17.65069,17.12505,16.79146,16.566879999999998
38146,1237665330927566929,19.42811,17.62864,16.69118,16.29555,15.9604
45515,1237667736132386945,19.41093,18.1853,17.55827,17.226129999999998,17.011870000000002
14773,1237657769632071831,18.84696,17.4225,16.64242,16.21013,15.916070000000001
34973,1237665565003612291,19.71669,18.52751,17.81396,17.42569,17.13673
38187,1237665330937987155,19.124470000000002,17.25205,16.2909,15.91156,15.60498
34060,1237663546904674500,19.506610000000002,18.727870000000003,18.19107,17.96959,17.85558
25940,1237662306195603814,18.983420000000002,17.579520000000002,16.875020000000003,16.491979999999998,16.200960000000002
37697,1237665101677265050,19.186239999999998,17.77719,16.91101,16.500870000000003,16.23399
42167,1237668270830321797,18.33233,16.78716,15.8133,15.38538,15.098220000000001
28701,1237662224606822664,18.93825,18.02657,17.54877,17.1838,17.03047
32077,1237664093977378995,19.04143,17.48216,16.67727,16.1985,15.9028
30503,1237661463302701205,19.51901,19.013270000000002,18.72926,18.39712,18.86937
13489,1237657071694315544,19.86351,18.274829999999998,17.43884,17.11628,16.84084
34221,1237665180062908622,19.22564,18.04097,17.50301,17.12673,16.976329999999997
38213,1237665442065547392,19.15568,17.937,17.363310000000002,16.99971,16.76526
40022,1237663530802217029,18.9795,17.37268,16.51754,16.04986,15.71287
21449,1237661388138479656,19.20048,18.5104,17.95533,17.55424,17.41225
36276,1237664854186262716,19.5871,18.378339999999998,17.49156,17.042089999999998,16.765970000000003
23023,1237661386530685129,19.206210000000002,17.58599,16.805329999999998,16.46111,16.18657
30846,1237664668963373182,18.31655,16.77794,15.95907,15.5369,15.233429999999998
13792,1237660670890279038,19.47362,17.81219,16.90756,16.4967,16.188370000000003
27289,1237662697028976808,19.322570000000002,17.57355,16.67888,16.23453,15.859210000000001
49784,1237668348135932067,19.54297,18.32454,17.656229999999997,17.26086,17.014960000000002
31250,1237661873482563701,19.31167,17.56675,16.63414,16.18565,15.8635
15849,1237658205035823270,19.17901,17.79014,16.89128,16.4605,16.15456
6309,1237653665793638507,19.10439,17.821820000000002,17.14961,16.79597,16.57924
49555,1237680067487400166,18.397389999999998,17.01776,16.22178,15.77452,15.46685
4781,1237654342253215929,18.89686,17.88963,17.2057,16.797,16.59668
9372,1237656906354786444,19.21056,18.58161,18.1817,17.906660000000002,17.83445
28653,1237662301892444296,19.46213,19.10588,18.887710000000002,18.76783,18.885479999999998
15127,1237658613055422567,18.751920000000002,17.1547,16.44288,15.989770000000002,15.72976
7096,1237654392176050664,19.113139999999998,18.072789999999998,17.397779999999997,16.960079999999998,16.72055
46318,1237671262279827653,18.94046,18.08247,17.753729999999997,17.43045,17.41928
30293,1237661966890369143,18.7875,17.66147,16.910239999999998,16.54031,16.30976
40783,1237667322181779567,18.72632,17.051579999999998,16.164620000000003,15.733929999999999,15.38224
29477,1237664092368142368,18.99924,17.62452,16.796979999999998,16.316270000000003,16.04018
43369,1237667322723565623,19.29642,18.195079999999997,17.66751,17.360120000000002,17.26
21148,1237661387080794467,19.39401,18.44867,17.79468,17.372410000000002,17.155829999999998
7438,1237653613184942268,19.04169,18.26507,18.01784,17.72656,17.65707
23978,1237661352168325232,19.23265,18.11496,17.4565,17.08532,16.83005
37331,1237665535467258083,18.77773,18.073829999999997,17.1544,16.70305,16.3841
35937,1237665129612705899,18.693929999999998,17.49484,16.81567,16.460060000000002,16.2398
15782,1237658203447754881,19.7276,18.36178,17.55234,17.118489999999998,16.84536
20567,1237661383315030102,19.177120000000002,17.96153,17.49745,17.19831,17.029989999999998
37056,1237665548887457993,19.02831,18.00692,17.23331,16.83484,16.610210000000002
38590,1237667253456011656,18.89572,17.601779999999998,16.957539999999998,16.54042,16.327379999999998
39314,1237664338243813503,19.561320000000002,18.88806,18.51225,18.23963,18.23643
22538,1237661970657902726,18.75431,17.59285,17.01775,16.68254,16.492079999999998
23817,1237661974405972115,19.24557,18.21698,17.7035,17.36908,17.159589999999998
27141,1237661970649841810,19.18893,18.6602,18.47585,18.27993,18.29662
39984,1237667730736939048,18.62058,16.54478,15.484589999999999,15.015410000000001,14.618889999999999
22311,1237661871344975964,18.98305,16.98328,15.95984,15.511820000000002,15.12915
13171,1237656242236490101,19.86573,18.20007,17.36722,17.02209,16.788429999999998
25777,1237661465455296859,19.80596,17.86691,16.88124,16.45128,16.092879999999997
28596,1237662301357736025,19.23113,17.25044,16.23735,15.839139999999999,15.47681
36161,1237665127484686555,18.5245,17.53425,17.01093,16.67464,16.47645
37472,1237663789035356286,19.80463,19.1685,18.76376,18.409660000000002,18.34627
25080,1237661850947813529,18.89256,17.66546,17.03249,16.668039999999998,16.38235
46072,1237671958050570346,19.6632,18.105529999999998,17.176460000000002,16.755770000000002,16.4275
34399,1237664289936965788,19.4453,18.46698,17.77889,17.40995,17.15138
27384,1237662698108551567,19.15533,18.06381,17.46521,17.112779999999997,16.95438
8472,1237654605332218066,18.77756,17.94564,17.451529999999998,17.0253,16.96503
23628,1237662195064700997,19.78295,18.29898,17.482779999999998,17.0425,16.770770000000002
26419,1237662336793641168,19.84301,19.36928,18.52725,18.12034,17.85584
15175,1237658613594783816,19.363120000000002,17.9916,17.17,16.78279,16.4297
2543,1237652899151937658,19.10505,17.95361,17.427570000000003,17.05797,16.92995
6495,1237655108374888616,18.92645,17.27628,16.50314,16.12501,15.835870000000002
10801,1237657634872229968,19.11358,17.985960000000002,17.47144,17.1538,16.95425
8774,1237655693547405635,19.378610000000002,18.33938,17.753320000000002,17.38087,17.19154
9875,1237654953742893497,19.732470000000003,19.177310000000002,18.856939999999998,18.55881,18.597379999999998
23171,1237661967960309847,19.29392,18.29813,17.48923,17.042370000000002,16.77505
30859,1237664668967370966,19.23325,18.040860000000002,17.33645,16.92889,16.67625
44215,1237667539079725172,19.177870000000002,17.86713,17.23169,16.822770000000002,16.609189999999998
40361,1237665567692816820,19.21579,18.84451,18.70518,18.39857,18.51747
17807,1237661139034767491,19.67172,18.31335,17.584410000000002,17.177570000000003,16.9393
19967,1237661070333247708,18.877029999999998,16.819860000000002,15.75813,15.29055,14.886579999999999
5242,1237651754548658295,18.86824,17.84141,17.353460000000002,16.962139999999998,16.84095
1564,1237648720158392608,19.011470000000003,17.34789,16.42295,16.01454,15.70064
44548,1237668294984990857,18.5617,17.51983,17.01772,16.702679999999997,16.56597
15878,1237658205043032195,18.70682,17.27135,16.50505,16.11326,15.83635
47178,1237673706119233670,19.76374,19.08576,18.646720000000002,18.25737,18.22305
43330,1237668586508648553,19.48914,18.12483,17.609379999999998,17.26935,17.14391
10545,1237657119478776160,18.86675,17.76444,17.204829999999998,16.850260000000002,16.6377
9201,1237655463769079888,19.48302,18.110979999999998,17.32682,16.85761,16.55022
18481,1237661362373591082,19.72702,19.0418,18.74929,18.44376,18.53789
42347,1237667112259092621,18.99935,17.963729999999998,17.395329999999998,16.98611,16.77366
36592,1237665428634796137,18.998839999999998,17.560670000000002,16.771929999999998,16.36954,16.061339999999998
